datetime,open,high,low,close,boll_up,boll_down,atr,rsi,instrument,direction,offset,trade_price,volume,open_long,open_short,close_long,close_short
2018-01-01 01:22:00+08:00,13579.03,13579.03,13568.34,13569.0,,,,,,,,,,,,,
2018-01-01 01:23:00+08:00,13569.0,13569.0,13534.55,13560.0,,,,,,,,,,,,,
2018-01-01 01:24:00+08:00,13559.99,13559.99,13557.98,13557.99,,,,,,,,,,,,,
2018-01-01 01:25:00+08:00,13528.23,13557.99,13525.02,13557.98,,,,,,,,,,,,,
2018-01-01 01:26:00+08:00,13557.98,13557.98,13529.84,13529.84,,,,,,,,,,,,,
2018-01-01 01:27:00+08:00,13529.84,13550.68,13477.2,13477.2,,,,,,,,,,,,,
2018-01-01 01:28:00+08:00,13522.24,13522.24,13500.0,13500.14,,,,,,,,,,,,,
2018-01-01 01:29:00+08:00,13500.16,13522.1,13477.2,13520.0,,,,,,,,,,,,,
2018-01-01 01:30:00+08:00,13520.0,13521.0,13477.2,13520.03,,,,,,,,,,,,,
2018-01-01 01:31:00+08:00,13520.99,13520.99,13480.05,13519.79,,,,,,,,,,,,,
2018-01-01 01:32:00+08:00,13519.73,13520.99,13491.53,13519.97,,,,,,,,,,,,,
2018-01-01 01:33:00+08:00,13515.9,13520.3,13515.89,13515.89,13602.209289474076,13486.662710525916,40.03467465366896,41.43221719928772,,,,,,,,,
2018-01-01 01:34:00+08:00,13520.3,13520.3,13500.0,13500.01,13599.242156038195,13481.830843961809,39.156824629199136,29.230563587029845,,,,,,,,,
2018-01-01 01:35:00+08:00,13500.01,13511.08,13450.98,13450.98,13604.65727831551,13465.422721684496,40.1618154039595,13.680973802354593,,,,,,,,,
2018-01-01 01:36:00+08:00,13450.98,13451.0,13443.0,13443.0,13608.084167116986,13450.030832883005,38.673259181466086,12.344928075953918,,,,,,,,,
2018-01-01 01:37:00+08:00,13443.0,13451.15,13430.0,13451.15,13603.732411777035,13440.897588222959,37.85952442468124,22.06165945501219,,,,,,,,,
2018-01-01 01:38:00+08:00,13451.15,13475.0,13430.0,13440.01,13605.62910884058,13428.881891159412,38.19685828215919,18.548556641872594,,,,,,,,,
2018-01-01 01:39:00+08:00,13440.01,13440.01,13405.2,13405.2,13606.646732842652,13411.498267157356,38.05195475534213,11.435697703870733,,,,,,,,,
2018-01-01 01:40:00+08:00,13405.2,13419.29,13401.13,13401.14,13604.977319081121,13396.454680918872,37.15194149971407,10.830213111451995,,,,,,,,,
2018-01-01 01:41:00+08:00,13405.0,13405.0,13377.0,13380.6,13601.786149457155,13380.205850542836,36.71818089943603,8.113550039279556,,,,,,,,,
2018-01-01 01:42:00+08:00,13401.09,13405.0,13380.62,13380.68,13596.195933276005,13366.964066723987,36.183109158169664,8.225627886830523,,,,,,,,,
2018-01-01 01:43:00+08:00,13380.69,13380.73,13349.0,13370.0,13590.553170636449,13353.606829363544,35.99962629705651,6.83450200624313,,,,,,,,,
2018-01-01 01:44:00+08:00,13380.0,13440.01,13380.0,13400.0,13579.719599094671,13348.641400905322,37.41184023695845,41.545913242403124,,,,,,,,,
2018-01-01 01:45:00+08:00,13400.0,13400.0,13369.99,13380.0,13567.93191807319,13342.631081926796,37.07617291602244,31.702781773993742,,,,,,,,,
2018-01-01 01:46:00+08:00,13369.99,13380.0,13343.03,13346.44,13562.778811326125,13329.444188673862,37.06112114561413,21.178343349399427,,,,,,,,,
2018-01-01 01:47:00+08:00,13343.03,13345.55,13320.01,13325.0,13565.465720361464,13311.537279638522,36.55148861649707,16.74041227501358,,,,,,,,,
2018-01-01 01:48:00+08:00,13325.0,13325.02,13300.2,13300.21,13565.56425748027,13291.445742519718,36.011083825207244,12.848914653131496,,,,,,,,,
2018-01-01 01:49:00+08:00,13302.01,13302.01,13219.98,13230.34,13569.346876774523,13258.697123225464,38.07108981585713,7.063790674589339,,,,,,,,,
2018-01-01 01:50:00+08:00,13230.34,13257.98,13200.81,13230.42,13566.21926543899,13232.863734561002,38.86836678022359,7.123640197284901,,,,,,,,,
2018-01-01 01:51:00+08:00,13230.42,13230.42,13186.0,13215.0,13559.72058722714,13208.883412772851,39.095987149754485,6.166798922673863,,,,,,,,,
2018-01-01 01:52:00+08:00,13200.0,13215.0,13155.38,13202.0,13549.307546753118,13187.499453246875,40.029469295445004,5.402132302766062,,,,,,,,,
2018-01-01 01:53:00+08:00,13201.97,13230.47,13181.09,13203.06,13534.048759319932,13171.475240680062,40.444888440947416,6.582757136767857,,,,,,,,,
2018-01-01 01:54:00+08:00,13203.0,13281.17,13202.03,13280.28,13512.352197527809,13171.198802472187,42.22698301934241,56.27530706283848,,,,,,,,,
2018-01-01 01:55:00+08:00,13280.28,13321.14,13280.27,13317.19,13498.344007144182,13171.82799285581,42.162953463775985,66.82057011702017,,,,,,,,,
2018-01-01 01:56:00+08:00,13317.19,13344.02,13317.19,13317.34,13484.460220727524,13173.145779272469,41.46281680914305,66.86117002861357,,,,,,,,,
2018-01-01 01:57:00+08:00,13317.4,13346.44,13317.38,13345.0,13469.012519690952,13177.978480309039,40.900152128347706,74.15169925956953,,,,,,,,,
2018-01-01 01:58:00+08:00,13345.0,13381.97,13345.0,13366.0,13456.78634637222,13182.803653627769,40.718763174650746,78.6162935572869,,,,,,,,,
2018-01-01 01:59:00+08:00,13366.0,13400.0,13365.99,13400.0,13455.89527346818,13183.174726531819,40.38687476248292,84.15503338627519,,,,,,,,,
2018-01-01 02:00:00+08:00,13399.33,13399.99,13350.02,13350.5,13449.019556252399,13184.986443747588,40.77162885824914,57.19491916493451,,,,,,,,,
2018-01-01 02:01:00+08:00,13350.5,13365.78,13276.96,13277.01,13441.561831157022,13182.085168842976,42.96260216671416,35.86942488586874,,,,,,,,,
2018-01-01 02:02:00+08:00,13299.98,13329.1,13277.01,13300.0,13433.673007497895,13181.905992502092,43.37371627064296,44.029949699101095,,,,,,,,,
2018-01-01 02:03:00+08:00,13318.97,13320.0,13291.59,13320.0,13428.079758000928,13182.49924199906,42.6965861569625,50.83333054420147,,,,,,,,,
2018-01-01 02:04:00+08:00,13320.0,13389.0,13320.0,13352.45,13419.98310755861,13185.840892441376,43.8942615996121,60.557063874913084,,,,,,,,,
2018-01-01 02:05:00+08:00,13352.48,13411.76,13350.69,13350.69,13415.310844602918,13187.58215539707,44.67469247041751,59.75584599698597,,,,,,,,,
2018-01-01 02:06:00+08:00,13350.69,13370.01,13350.69,13351.38,13415.96787513241,13187.419124867578,43.546405405401124,60.0151016567804,,,,,,,,,
2018-01-01 02:07:00+08:00,13370.0,13388.82,13352.0,13360.0,13420.138289137782,13186.748710862206,43.27963742370866,63.66987562148492,,,,,,,,,
2018-01-01 02:08:00+08:00,13379.0,13398.81,13360.02,13387.0,13429.99836484675,13185.567635153242,43.089932619238226,73.24486308293048,,,,,,,,,
2018-01-01 02:09:00+08:00,13387.0,13388.0,13350.0,13364.77,13433.693010938492,13195.315989061499,42.88521089962697,57.61677113008646,,,,,,,,,
2018-01-01 02:10:00+08:00,13364.76,13364.76,13343.01,13343.03,13433.394839399423,13206.875160600566,41.94981214089056,45.6974647643034,,,,,,,,,
2018-01-01 02:11:00+08:00,13343.01,13343.03,13300.0,13341.96,13429.202011310488,13223.763988689505,42.048156712388234,45.12316861667965,,,,,,,,,
2018-01-01 02:12:00+08:00,13340.95,13340.95,13269.0,13269.0,13419.654828554136,13240.011171445854,43.45990265445781,21.786410049436267,,,,,,,,,
2018-01-01 02:13:00+08:00,13290.0,13290.0,13228.02,13287.45,13405.75835189392,13262.346648106073,44.3240539166459,32.77611667365692,,,,,,,,,
2018-01-01 02:14:00+08:00,13286.99,13286.99,13228.03,13256.44,13408.77156256703,13256.94943743296,45.041217972204485,25.305795392779974,,,,,,,,,
2018-01-01 02:15:00+08:00,13256.44,13275.8,13251.0,13272.41,13410.772461391729,13250.470538608259,44.156326448877905,34.86284292650579,,,,,,,,,
2018-01-01 02:16:00+08:00,13272.41,13321.06,13251.02,13302.0,13410.788929385872,13248.920070614113,45.369209527744594,49.75294074690264,,,,,,,,,
2018-01-01 02:17:00+08:00,13302.0,13330.37,13301.14,13330.0,13409.741085118878,13248.467914881117,44.674636536027414,60.44755579495037,,,,,,,,,
2018-01-01 02:18:00+08:00,13320.0,13330.0,13291.03,13301.65,13405.506997267856,13246.267002732131,44.4282568490062,47.61988293914262,,,,,,,,,
2018-01-01 02:19:00+08:00,13301.65,13330.0,13291.07,13302.13,13393.50481119542,13248.48218880458,44.21721408436716,47.85408333793468,,,,,,,,,
2018-01-01 02:20:00+08:00,13329.98,13330.0,13300.0,13308.0,13390.279054206048,13247.457945793938,43.5414511580456,51.19015565724215,,,,,,,,,
2018-01-01 02:21:00+08:00,13308.0,13323.97,13290.0,13307.96,13389.43237846725,13251.399621532737,43.12664295644943,51.16227539694973,,,,,,,,,
2018-01-01 02:22:00+08:00,13290.89,13323.97,13290.0,13290.0,13389.657841787664,13250.174158212338,42.71108715049894,39.18439533128317,,,,,,,,,
2018-01-01 02:23:00+08:00,13305.99,13305.99,13225.0,13225.0,13396.25534884449,13234.076651155512,44.30729011708171,19.02963576442548,,,,,,,,,
2018-01-01 02:24:00+08:00,13247.8,13247.84,13200.0,13208.0,13399.51705213903,13216.369947860969,44.45024137485311,16.290333107362564,,,,,,,,,
2018-01-01 02:25:00+08:00,13208.0,13297.05,13208.0,13294.95,13394.727474825488,13215.585525174514,46.51095990340562,56.40854572315729,,,,,,,,,
2018-01-01 02:26:00+08:00,13256.75,13287.24,13255.04,13268.92,13389.295934886393,13212.771065113595,46.18892500570822,47.83054822575101,,,,,,,,,
2018-01-01 02:27:00+08:00,13268.92,13349.99,13202.03,13349.94,13387.548917016315,13213.512082983672,50.80605737035464,67.22315646052223,,,,,,,,,
2018-01-01 02:28:00+08:00,13311.54,13339.99,13280.0,13288.0,13373.105997097,13218.055002902986,51.68389318616844,49.60278716488904,,,,,,,,,
2018-01-01 02:29:00+08:00,13300.0,13340.0,13288.02,13294.55,13362.806118661987,13221.332881338001,51.718304473949814,51.29046746231395,,,,,,,,,
2018-01-01 02:30:00+08:00,13294.0,13304.98,13267.59,13295.07,13356.477739910733,13222.865260089267,51.03588895160933,51.45180256180525,,,,,,,,,
2018-01-01 02:31:00+08:00,13273.0,13273.0,13210.0,13242.84,13349.958479545288,13219.472520454701,52.55180240395503,36.339749024278724,,,,,,,,,
2018-01-01 02:32:00+08:00,13242.21,13242.21,13220.92,13225.73,13352.440381759963,13212.663618240022,51.08783546072711,32.43833979970903,,,,,,,,,
2018-01-01 02:33:00+08:00,13222.36,13225.72,13211.72,13220.0,13354.123768227195,13204.235231772791,49.40221261025345,31.043190889597337,,,,,,,,,
2018-01-01 02:34:00+08:00,13225.22,13245.2,13220.0,13225.2,13355.631756876199,13199.603243123787,48.29588038334007,34.25100925234991,,,,,,,,,
2018-01-01 02:35:00+08:00,13225.2,13245.19,13225.2,13226.1,13356.48183163896,13194.122168361026,47.00033017971446,34.90613078883841,,,,,,,,,
2018-01-01 02:36:00+08:00,13225.22,13245.0,13225.22,13241.0,13353.773309268146,13190.73069073184,45.75983982717938,46.033889017729535,,,,,,,,,
2018-01-01 02:37:00+08:00,13241.0,13280.35,13241.0,13280.35,13347.017295179214,13192.521704820769,45.47361214195232,65.50217709220003,,,,,,,,,
2018-01-01 02:38:00+08:00,13280.36,13340.0,13260.17,13321.08,13350.029882179508,13191.452117820474,47.041016132162525,76.48012795545708,,,,,,,,,
2018-01-01 02:39:00+08:00,13338.97,13345.99,13320.0,13345.99,13357.804008698979,13188.063991301016,46.09847674920622,81.08233757250832,,,,,,,,,
2018-01-01 02:40:00+08:00,13345.99,13389.0,13338.97,13360.0,13367.43640027696,13183.631599723032,46.26271942008559,83.37002858210191,,,,,,,,,
2018-01-01 02:41:00+08:00,13359.99,13381.0,13334.89,13381.0,13381.200847430971,13177.171152569024,46.259486617514206,86.44199726821616,,,,,,,,,
2018-01-01 02:42:00+08:00,13354.03,13381.0,13354.03,13366.99,13391.967930705832,13174.103069294164,45.39547752453813,74.90333898285603,,,,,,,,,
2018-01-01 02:43:00+08:00,13366.99,13368.75,13347.0,13365.99,13401.306214795002,13178.863785204992,44.30668055075152,74.02175887008796,,,,,,,,,
2018-01-01 02:44:00+08:00,13365.99,13418.43,13365.99,13396.07,13413.134573277768,13185.842426722227,44.63904961693692,81.99126832826438,,,,,,,,,
2018-01-01 02:45:00+08:00,13396.07,13418.41,13347.14,13370.01,13420.925937082375,13185.557062917622,45.84381000989375,61.544746966726564,,,,,,,,,
2018-01-01 02:46:00+08:00,13379.99,13379.99,13301.79,13344.82,13424.944005662135,13189.128994337858,47.321090821773275,47.29440312561366,,,,,,,,,
2018-01-01 02:47:00+08:00,13344.82,13357.92,13300.0,13300.0,13420.810735736259,13188.268264263732,47.79776351210601,31.21789641476968,,,,,,,,,
2018-01-01 02:48:00+08:00,13297.55,13325.0,13260.09,13323.02,13422.567458246947,13190.013541753047,48.59423337617687,43.539567651412355,,,,,,,,,
2018-01-01 02:49:00+08:00,13323.02,13323.07,13275.44,13318.96,13423.781838631485,13191.240161368512,48.575536968804414,41.88537057037305,,,,,,,,,
2018-01-01 02:50:00+08:00,13299.95,13306.38,13275.0,13275.0,13423.534493447221,13189.480506552774,48.32544847379807,27.661440768734955,,,,,,,,,
2018-01-01 02:51:00+08:00,13281.41,13281.42,13261.01,13281.39,13422.434665877829,13194.435334122167,47.051768573398085,31.865579081772776,,,,,,,,,
2018-01-01 02:52:00+08:00,13281.42,13329.42,13280.01,13305.33,13419.962510525686,13204.867489474309,47.13082133314137,46.442366477844864,,,,,,,,,
2018-01-01 02:53:00+08:00,13358.0,13358.0,13306.02,13330.18,13416.919370075662,13218.928629924329,47.380564048071825,58.079247213968884,,,,,,,,,
2018-01-01 02:54:00+08:00,13330.26,13358.0,13330.21,13331.03,13412.674366632089,13233.756633367904,46.46672262973704,58.46510817420432,,,,,,,,,
2018-01-01 02:55:00+08:00,13341.65,13374.99,13341.65,13349.96,13407.550968678413,13251.266031321578,46.35487917640943,66.9370825725851,,,,,,,,,
2018-01-01 02:56:00+08:00,13349.93,13349.93,13295.94,13301.0,13400.734493672799,13264.082506327193,46.712789530477615,40.33725948082048,,,,,,,,,
2018-01-01 02:57:00+08:00,13319.85,13319.85,13300.0,13318.86,13398.74134504942,13269.926654950574,45.478394269235224,49.48979028359703,,,,,,,,,
2018-01-01 02:58:00+08:00,13318.86,13318.86,13293.0,13293.01,13399.61503898108,13266.245961018914,44.538819609737594,38.7383194137182,,,,,,,,,
2018-01-01 02:59:00+08:00,13293.01,13319.85,13290.0,13318.86,13398.244481144931,13264.903518855062,43.855110489624884,51.82155260146529,,,,,,,,,
2018-01-01 03:00:00+08:00,13318.86,13319.7,13295.22,13295.4,13395.45082242427,13261.237177575724,42.990154522703826,41.71513382192729,,,,,,,,,
2018-01-01 03:01:00+08:00,13295.4,13350.0,13295.22,13334.24,13388.726669128295,13263.2853308717,43.551735578347696,58.474647813535675,,,,,,,,,
2018-01-01 03:02:00+08:00,13334.24,13343.53,13302.25,13343.53,13385.280159430167,13264.385840569841,43.447519028132874,61.76200736495796,,,,,,,,,
2018-01-01 03:03:00+08:00,13341.63,13369.99,13320.0,13350.0,13382.678176912157,13265.388823087853,43.784701010152816,64.22738339778603,,,,,,,,,
2018-01-01 03:04:00+08:00,13352.0,13369.87,13346.75,13368.79,13375.532847785176,13269.80615221482,42.84806564954006,71.01217139805848,,,,,,,,,
2018-01-01 03:05:00+08:00,13367.84,13370.0,13352.01,13370.0,13375.530556880616,13269.80744311938,41.72655440934908,71.44807413492548,,,,,,,,,
2018-01-01 03:06:00+08:00,13370.0,13380.0,13370.0,13380.0,13382.23114199436,13266.624858005633,40.23531617720518,75.28710934524244,,,,,,,,,
2018-01-01 03:07:00+08:00,13380.0,13450.0,13380.0,13449.76,13410.269042418156,13253.562957581838,41.57558785072468,88.62453946691224,,,,,,,,,
2018-01-01 03:08:00+08:00,13432.55,13450.76,13420.02,13444.99,13430.381975763925,13245.647024236074,41.07126685479575,84.71667552540283,,,,,,,,,
2018-01-01 03:09:00+08:00,13440.0,13450.76,13440.0,13450.75,13448.65835279708,13240.549647202915,39.68305107618499,85.67042202917283,,,,,,,,,
2018-01-01 03:10:00+08:00,13450.75,13500.0,13450.01,13455.0,13463.019813923667,13244.188186076317,40.145643570042864,86.45029084126409,,,,,,,,,
2018-01-01 03:11:00+08:00,13455.0,13530.0,13455.0,13528.31,13494.104556691105,13237.795443308878,41.73902880487301,93.76586690792816,,,,,,,,,
2018-01-01 03:12:00+08:00,13528.31,13534.96,13474.9,13474.9,13507.751844433405,13241.10515556659,42.615427546571446,62.858980207684645,,,,,,,,,
2018-01-01 03:13:00+08:00,13474.9,13474.92,13450.03,13458.07,13517.275005495985,13244.370994504012,41.83535642751908,55.635683336145505,,,,,,,,,
2018-01-01 03:14:00+08:00,13468.0,13483.71,13468.0,13483.7,13529.90237435185,13247.010625648143,41.074882480307046,63.598427798824034,,,,,,,,,
2018-01-01 03:15:00+08:00,13483.69,13500.0,13475.0,13490.0,13542.348403435313,13248.56859656468,40.38398294505639,65.50098462755486,,,,,,,,,
2018-01-01 03:16:00+08:00,13490.0,13509.97,13475.01,13505.0,13553.224993931559,13258.092006068433,40.162252225743295,70.14501522491172,,,,,,,,,
2018-01-01 03:17:00+08:00,13500.0,13509.98,13490.01,13505.0,13562.939619153034,13266.99138084696,39.23981752381463,70.14501522309988,,,,,,,,,
2018-01-01 03:18:00+08:00,13509.97,13534.9,13505.0,13510.0,13568.142705595841,13283.487294404153,38.82384673211973,72.10104341116107,,,,,,,,,
2018-01-01 03:19:00+08:00,13540.75,13595.88,13510.11,13541.88,13578.973531547275,13294.958468452718,40.99548730594255,81.6716569229762,,,,,,,,,
2018-01-01 03:20:00+08:00,13541.84,13611.27,13541.84,13559.0,13585.945714198006,13314.346285801988,42.3101972499256,85.10224200347929,,,,,,,,,
2018-01-01 03:21:00+08:00,13559.0,13599.99,13544.24,13544.24,13591.35352991335,13329.938470086645,42.9479052112284,70.81734156082337,,,,,,,,,
2018-01-01 03:22:00+08:00,13550.0,13590.98,13544.24,13560.95,13597.535612928728,13345.498387071264,43.14037572847099,76.4188115147907,,,,,,,,,
2018-01-01 03:23:00+08:00,13560.95,13588.67,13560.95,13562.37,13600.993641914647,13363.277358085343,42.41283369579489,76.89000459512134,,,,,,,,,
2018-01-01 03:24:00+08:00,13562.37,13588.65,13560.94,13568.92,13604.674693669325,13379.609306330667,41.765573440888694,79.27747932224912,,,,,,,,,
2018-01-01 03:25:00+08:00,13560.94,13568.93,13500.0,13529.99,13598.682860512401,13401.600139487588,43.01299664968702,44.852275329947744,,,,,,,,,
2018-01-01 03:26:00+08:00,13546.81,13579.99,13529.99,13579.98,13597.881715740989,13422.399284259,43.35669777687765,67.50289565173702,,,,,,,,,
